Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Donn's BBQ,78725.0,2021-05-10,79,"10003 FM 969 RD AUSTIN, TX 78725 ",10213950,Routine Inspection
LW - CraigO's Pizza & Pastaria,78738.0,2021-05-10,88,"2501 S FM 620 RD LAKEWAY, TX 78738",11827559,Routine Inspection
Graham Elementary,78753.0,2021-05-10,100,"11211 TOM ADAMS DR AUSTIN, TX 78753 ",2800281,Routine Inspection
MN - El Pollo Rico ,78653.0,2021-05-10,75,"11828 RING DR MANOR, TX 78653 ",11457812,Routine Inspection
Westlake PTO Stadium,78746.0,2021-05-10,100,"4100 WESTBANK DR WEST LAKE HILLS, TX 78746",2802427,Routine Inspection
Bluebonnet Trail Elementary,78754.0,2021-05-10,95,"11316 FARMHAVEN RD AUSTIN, TX 78754 ",2800920,Routine Inspection
Little Angels Learning Center,78660.0,2021-05-10,95,"15635 VISION DR AUSTIN, TX 78660 ",12123847,Routine Inspection
Swedish Hill,78703.0,2021-05-10,88,"1118 W 6TH ST AUSTIN, TX 78703 ",12029800,Routine Inspection
Austin Achieve Public Schools,78752.0,2021-05-10,97,"7424 E US 290 HWY SVRD WB AUSTIN, TX 78752 ",11981929,Routine Inspection
Westlake PAC Concessions,78746.0,2021-05-10,98,"4100 WESTBANK DR WEST LAKE HILLS, TX 78746",10334733,Routine Inspection
Bird Bird Biscuit,78722.0,2021-05-10,96,"2701 MANOR RD AUSTIN, TX 78722 ",11943085,Routine Inspection
Doubletree Club Hotel,78702.0,2021-05-10,92,"1617 N IH AUSTIN, TX 78702",10004486,Routine Inspection
Jalisco's Restaurant and Bar,78745.0,2021-05-10,84,"6601 S CONGRESS AVE AUSTIN, TX 78745 ",10040040,Routine Inspection
Bright Horizons,78749.0,2021-05-07,97,"6111 DAVIS LN AUSTIN, TX 78749 ",2801471,Routine Inspection
University of Texas Golf Club Pool,78732.0,2021-05-07,100,"2210 UNIVERSITY CLUB DR AUSTIN, TX 78732 ",10921010,Routine Inspection
Randall's (Deli),78745.0,2021-05-07,95,"2025 W BEN WHITE BLVD SVRD EB AUSTIN, TX 78745 ",2800908,Routine Inspection
La Mexicana,78744.0,2021-05-07,74,"5717 S IH AUSTIN, TX 78744",11436892,Routine Inspection
Crave Catering,78728.0,2021-05-07,98,"14611 BURNET RD AUSTIN, TX 78728 ",2801535,Routine Inspection
Red Lobster # 0095,78752.0,2021-05-07,92,"109 W ANDERSON LN AUSTIN, TX 78752 ",11183326,Routine Inspection
"Childrens Courtyard, The",78749.0,2021-05-07,97,"5914 W WILLIAM CANNON DR AUSTIN, TX 78749 ",12393874,Routine Inspection
Dollar Tree Store ,78745.0,2021-05-07,100,"500 W WILLIAM CANNON DR AUSTIN, TX 78745 ",10009096,Routine Inspection
WL - Juiceland,78746.0,2021-05-07,98,701 S CAPITAL OF TEXAS HWY NB UNIT E-580 WEST LAKE HILLS TX 78746 ,11113295,Routine Inspection
PF - Cele Middle School,78660.0,2021-05-07,98,"6000 CELE RD PFLUGERVILLE, TX 78660 ",12392631,Routine Inspection
Aramark @ Freescale,78725.0,2021-05-07,75,"3501 ED BLUESTEIN BLVD AUSTIN, TX 78725 ",10382301,Routine Inspection
Ramos Restaurant #3,78728.0,2021-05-07,91,"14611 BURNET RD AUSTIN, TX 78728 ",11924499,Routine Inspection
California Pizza Kitchen,78758.0,2021-05-07,77,"3401 ESPERANZA XING AUSTIN, TX 78758 ",10005841,Routine Inspection
Sunrise Mini Mart,78704.0,2021-05-07,90,"539 W OLTORF ST AUSTIN, TX 78704 ",10000688,Routine Inspection
Phoebes Diner,78704.0,2021-05-07,83,"533 W OLTORF ST AUSTIN, TX 78704 ",11755008,Routine Inspection
OOB - Sweet Briar Child Development Center,78744.0,2021-05-07,98,"4600 NUCKOLS CROSSING RD AUSTIN, TX 78744 ",11871879,Routine Inspection
Taco Cabana ,78748.0,2021-05-07,87,"9705 MANCHACA RD AUSTIN, TX 78748 ",2801240,Routine Inspection
WL - Starbucks Coffee ,78746.0,2021-05-07,90,701 S CAPITAL OF TEXAS HWY NB UNIT B-200 WEST LAKE HILLS TX 78746 ,10942718,Routine Inspection
Redeemer Lutheran Church,78757.0,2021-05-07,96,"1500 W ANDERSON LN AUSTIN, TX 78757 ",2800643,Routine Inspection
Randall's ,78745.0,2021-05-07,100,"2025 W BEN WHITE BLVD SVRD EB AUSTIN, TX 78745 ",2803467,Routine Inspection
"A Taste of Chocolate, LLC",78745.0,2021-05-07,100,"1606 W STASSNEY LN AUSTIN, TX 78745 ",10984781,Routine Inspection
PF - Pflugerville Elementary School,78660.0,2021-05-07,100,"701 IMMANUEL RD PFLUGERVILLE, TX 78660 ",12392628,Routine Inspection
PF - Weiss High School,78660.0,2021-05-07,96,"5201 WOLF PACK DR PFLUGERVILLE, TX 78660 ",12392648,Routine Inspection
Rio,78701.0,2021-05-06,74,"601 RIO GRANDE ST AUSTIN, TX 78701 ",10792842,Routine Inspection
Mooseknuckle Pub,78701.0,2021-05-06,94,"406 E 6TH ST AUSTIN, TX 78701 ",10593934,Routine Inspection
LW - Sakura Sushi & Bar,78734.0,2021-05-06,73,"1945 MEDICAL DR LAKEWAY, TX 78734 ",11551657,Routine Inspection
Pond Springs Food Mart,78729.0,2021-05-06,93,"13436 POND SPRINGS RD AUSTIN, TX 78729 ",10090419,Routine Inspection
Gonzalo Garza Independence H S,78702.0,2021-05-06,95,"1600 CHICON ST AUSTIN, TX 78702 ",2801228,Routine Inspection
Tamale House,78702.0,2021-05-06,77,"1707 E 6TH ST AUSTIN, TX 78702 ",10718793,Routine Inspection
Ebisu,78750.0,2021-05-06,71,"13376 N US 183 HWY AUSTIN, TX 78750 ",12186038,Routine Inspection
LW - Subway Lakeway,78734.0,2021-05-06,95,"1945 MEDICAL DR LAKEWAY, TX 78734 ",12063236,Routine Inspection
Austin Can! Academy,78702.0,2021-05-06,94,"2406 ROSEWOOD AVE AUSTIN, TX 78702 ",2802494,Routine Inspection
Man Pasand Supermarket-Kitchen,78717.0,2021-05-06,70,"13945 N US 183 HWY AUSTIN, TX 78717 ",12185647,Routine Inspection
Soho Lounge,78701.0,2021-05-06,92,"217 E 6TH ST AUSTIN, TX 78701 ",11829785,Routine Inspection
Opal Divines Austin Grill,78704.0,2021-05-06,98,"2200 S IH AUSTIN, TX 78704",11722566,Routine Inspection
Moms 8 Enterprises Inc.,78736.0,2021-05-06,84,"9341 W SH AUSTIN, TX 78736",11759418,Routine Inspection
Omni Barton creek REsort & Spa - Banquet Kitchen,78735.0,2021-05-06,90,"8212 BARTON CLUB DR AUSTIN, TX 78735 ",12176463,Routine Inspection
Vaqueros Cafe,78746.0,2021-05-06,73,"1801 S CAPITAL OF TEXAS HWY AUSTIN, TX 78746 ",11745160,Routine Inspection
PF - Murchison Elementary School,78660.0,2021-05-06,94,"2215 KELLY LN PFLUGERVILLE, TX 78660 ",12392645,Routine Inspection
OOB - Stop N Start,78727.0,2021-05-06,83,"6010 W PARMER LN AUSTIN, TX 78727 ",11233910,Routine Inspection
"Ranch, The",78701.0,2021-05-06,81,"710 W 6TH ST AUSTIN, TX 78701 ",10119908,Routine Inspection
Central Donut,78758.0,2021-05-06,94,"1910 W BRAKER LN AUSTIN, TX 78758 ",10273521,Routine Inspection
Escarpment Exxon,78749.0,2021-05-06,93,"6109 W WILLIAM CANNON DR AUSTIN, TX 78749 ",2803688,Routine Inspection
Russian Bistro NaZdorovye,78701.0,2021-05-06,65,"307 E 5TH ST AUSTIN, TX 78701 ",10770529,Routine Inspection
LW - Vivel Crepes & Coffee,78734.0,2021-05-06,86,"2011 MAIN ST LAKEWAY, TX 78734 ",11625639,Routine Inspection
Omni Barton Creek Resort & Spa-Banquet Kitchen,78735.0,2021-05-06,100,"8212 BARTON CLUB DR AUSTIN, TX 78735 ",11084428,Routine Inspection
Bennu Coffee on Congress,78704.0,2021-05-06,96,"515 S CONGRESS AVE AUSTIN, TX 78704 ",11708651,Routine Inspection
Wayside Schools,78744.0,2021-05-06,99,"6405 S IH AUSTIN, TX 78744",10936961,Routine Inspection
Poco Loco Supermercado,78723.0,2021-05-06,81,"6305 CAMERON RD AUSTIN, TX 78723 ",12044006,Routine Inspection
BC - Vista Brewing Bee Cave,78738.0,2021-05-06,98,"12700 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",12393548,Routine Inspection
Lo Lo Wine,78702.0,2021-05-06,96,"1504 E 6TH ST AUSTIN, TX 78702 ",12186489,Routine Inspection
Dominos,78728.0,2021-05-06,98,"2013 W WELLS BRANCH PKWY AUSTIN, TX 78728 ",11393783,Routine Inspection
Alamo Drafthouse Cinema,78717.0,2021-05-06,96,"14028 N US 183 HWY SVRD SB BLDG F AUSTIN, TX 78717 ",10978489,Routine Inspection
PF - Oriental Kitchen Restaurant,78664.0,2021-05-06,90,"1100 GRAND AVENUE PKWY PFLUGERVILLE, TX 78664 ",12186589,Routine Inspection
King Food Mart #1,78759.0,2021-05-06,93,"11655 RESEARCH BLVD AUSTIN, TX 78759 ",11571316,Routine Inspection
Omni Barton Creek Resort & Spa - Pavilion,78735.0,2021-05-06,98,"8212 BARTON CLUB DR AUSTIN, TX 78735 ",12176451,Routine Inspection
Parker Jazz Club,78701.0,2021-05-06,86,"117 W 4TH ST AUSTIN, TX 78701 ",11827892,Routine Inspection
Heritage at Gaines Ranch - Retail,78735.0,2021-05-06,95,"4409 GAINES RANCH LOOP AUSTIN, TX 78735 ",2803727,Routine Inspection
Family Dollar Store ,78729.0,2021-05-06,98,"9308 ANDERSON MILL RD AUSTIN, TX 78729 ",10003499,Routine Inspection
Two Bucks,78701.0,2021-05-06,92,"503 E 6TH ST AUSTIN, TX 78701 ",11692322,Routine Inspection
Red Headed Stepchild,78701.0,2021-05-06,92,"119 E 5TH ST AUSTIN, TX 78701 ",11551696,Routine Inspection
Viva Food Mart - Taqueria,78753.0,2021-05-06,82,"8610 N LAMAR BLVD AUSTIN, TX 78753 ",11570417,Routine Inspection
Samsung Kitchen,78746.0,2021-05-06,98,"3900 N CAPITAL OF TEXAS HWY AUSTIN, TX 78746 ",11683548,Routine Inspection
Valhalla,78701.0,2021-05-06,92,"710 RED RIVER ST AUSTIN, TX 78701 ",10367860,Routine Inspection
Moonlight,78701.0,2021-05-06,94,"309 E 6TH ST AUSTIN, TX 78701 ",10903347,Routine Inspection
PF - Hendrickson Pod,78660.0,2021-05-06,100,"2905 FM PFLUGERVILLE, TX 78660 ",12392629,Routine Inspection
PF - Kelly Lane Middle School,78660.0,2021-05-06,100,"18900 FALCON POINTE BLVD PFLUGERVILLE, TX 78660 ",12392626,Routine Inspection
PF - Hendrickson High School,78660.0,2021-05-06,96,"2905 FM PFLUGERVILLE, TX 78660 ",12392632,Routine Inspection
Sushi Japon Steak House,78752.0,2021-05-06,62,"807 CAMINO LA AUSTIN, TX 78752 ",11008369,Routine Inspection
"512 on 6th, The",78701.0,2021-05-06,89,"408 E 6TH ST AUSTIN, TX 78701 ",10493313,Routine Inspection
Onion Creek Ballroom,78747.0,2021-05-06,97,"9941 OLD LOCKHART RD AUSTIN, TX 78747 ",11776053,Routine Inspection
Better Days,78701.0,2021-05-06,94,"714 RED RIVER ST AUSTIN, TX 78701 ",11811932,Routine Inspection
SV - Chipotle,78745.0,2021-05-06,95,"5400 BRODIE LN SUNSET VALLEY, TX 78745 ",10192566,Routine Inspection
PF - Golden Chick,78660.0,2021-05-06,88,"1103 W PECAN ST PFLUGERVILLE, TX 78660 ",12392543,Routine Inspection
Thundercloud Subs,78704.0,2021-05-06,95,"201 E RIVERSIDE DR AUSTIN, TX 78704 ",2800621,Routine Inspection
Cheers Shot Bar,78701.0,2021-05-06,88,"416 E 6TH ST AUSTIN, TX 78701 ",2800745,Routine Inspection
Speakeasy,78701.0,2021-05-06,76,"412 CONGRESS AVE AUSTIN, TX 78701 ",2801822,Routine Inspection
Maggie Mae's,78701.0,2021-05-06,91,"323 E 6TH ST AUSTIN, TX 78701 ",2800652,Routine Inspection
BC - Con'Olio Oils & Vinegars,78738.0,2021-05-06,100,"3500 S FM 620 RD BLDG F BEE CAVE, TX 78738 ",12167915,Routine Inspection
Pho Tin,78757.0,2021-05-06,75,"2438 W ANDERSON LN AUSTIN, TX 78757 ",12186637,Follow-Up Inspection
Antone's Nightclub LLC,78701.0,2021-05-06,94,"305 E 5TH ST AUSTIN, TX 78701 ",11461414,Routine Inspection
ATX Eats,78752.0,2021-05-06,99,"6214 N LAMAR BLVD AUSTIN, TX 78752 ",12393678,Routine Inspection
OOB - Midnight Cowboy,78701.0,2021-05-06,91,"313 E 6TH ST AUSTIN, TX 78701 ",10723569,Routine Inspection
Dominos Pizza,78758.0,2021-05-05,95,"1910 W BRAKER LN AUSTIN, TX 78758 ",11923762,Routine Inspection
McDonalds ,78753.0,2021-05-05,99,"13611 1 AUSTIN, TX 78753",2801985,Routine Inspection
Clicks Billiards,78741.0,2021-05-05,80,"2121 E OLTORF ST AUSTIN, TX 78741 ",2800217,Routine Inspection
House of Three Gorges,78758.0,2021-05-05,78,"8557 RESEARCH BLVD AUSTIN, TX 78758 ",12392534,Routine Inspection
Tucci's Southside Subs,78736.0,2021-05-05,89,"7101 W SH AUSTIN, TX 78736",2803090,Routine Inspection
Green Mango by Thai Spice,78726.0,2021-05-05,72,"8300 N FM 620 RD AUSTIN, TX 78726 ",12020716,Routine Inspection
Ashford Montessori,78660.0,2021-05-05,99,"20301 JACKIES RANCH BLVD PFLUGERVILLE, TX 78660 ",10339477,Routine Inspection
Palm Square Community Center,78701.0,2021-05-05,100,"100 N IH AUSTIN, TX 78701",12024111,Routine Inspection
Two Hands,78704.0,2021-05-05,86,"1011 S CONGRESS AVE AUSTIN, TX 78704 ",12393371,Routine Inspection
La Michoacana Supermarket/Meat Market,78752.0,2021-05-05,87,"6908 CAMERON RD AUSTIN, TX 78752 ",2803774,Routine Inspection
Kealing Jr. High,78702.0,2021-05-05,98,"1607 PENNSYLVANIA AVE AUSTIN, TX 78702 ",2800282,Routine Inspection
South Congress Hotel,78704.0,2021-05-05,88,"1603 S CONGRESS AVE AUSTIN, TX 78704 ",11398832,Routine Inspection
MN - Taco Bell  ,78653.0,2021-05-05,96,"11032 E US 290 HWY MANOR, TX 78653 ",11509303,Routine Inspection
Kwick In,78702.0,2021-05-05,87,"1149 AIRPORT BLVD AUSTIN, TX 78702 ",10748818,Routine Inspection
Apple Spice Box Lunch Delivery & Catering Co.,78757.0,2021-05-05,95,"8900 SHOAL CREEK BLVD AUSTIN, TX 78757 ",11833163,Routine Inspection
Liberal Arts and Science Academy (LASA),78721.0,2021-05-05,96,"1012 ARTHUR STILES RD AUSTIN, TX 78721 ",2800116,Routine Inspection
Habesha Restaurant & Bar,78723.0,2021-05-05,84,"1 2 AUSTIN, TX 78723",10864575,Routine Inspection
Popham Elementary School,78617.0,2021-05-05,99,"7014 ELROY RD AUSTIN, TX 78617 ",2801056,Routine Inspection
Niki's Pizza,78753.0,2021-05-05,93,"1100 CENTER RIDGE DR AUSTIN, TX 78753 ",10160508,Routine Inspection
Anita Uphaus Early Childhood Center,78744.0,2021-05-05,100,"5200 FREIDRICH LN AUSTIN, TX 78744 ",10795661,Routine Inspection
Michi Ramen 2,78752.0,2021-05-05,86,"6519 N LAMAR BLVD AUSTIN, TX 78752 ",10825112,Follow-Up Inspection
Hilltop Bar & Grill,78669.0,2021-05-05,90,"22308 W SH SPICEWOOD, TX 78669",2801301,Routine Inspection
Shoppers Food Mart,78702.0,2021-05-05,86,"1901 E MARTIN LUTHER KING JR BLVD AUSTIN, TX 78702 ",2801266,Routine Inspection
Harmony School of Science-Austin,78758.0,2021-05-05,99,"11800 STONEHOLLOW DR AUSTIN, TX 78758 ",10136746,Routine Inspection
Freebirds,78753.0,2021-05-05,98,"1100 CENTER RIDGE DR AUSTIN, TX 78753 ",10069518,Routine Inspection
"Pluckers-Oak Hill, LLC",78736.0,2021-05-05,87,"7101 W SH AUSTIN, TX 78736",11842136,Routine Inspection
HEB Food Store  - Hwy 71 (Deli/Cheese),78735.0,2021-05-05,100,"7010 W SH AUSTIN, TX 78735",2800419,Routine Inspection
Maie Day,78704.0,2021-05-05,91,"1603 S CONGRESS AVE AUSTIN, TX 78704 ",11452083,Routine Inspection
Phonatic,78752.0,2021-05-05,84,"7601 N LAMAR BLVD AUSTIN, TX 78752 ",11049531,Routine Inspection
Modmarket DBA Modern Market,78701.0,2021-05-05,93,"401 CONGRESS AVE AUSTIN, TX 78701 ",11800251,Routine Inspection
Los Jaliscienses #2,78723.0,2021-05-05,90,"6201 E US 290 HWY AUSTIN, TX 78723 ",10869258,Routine Inspection
La Michoacana,78752.0,2021-05-05,92,"6908 CAMERON RD AUSTIN, TX 78752 ",2801721,Routine Inspection
"Children's Courtyard, The",78759.0,2021-05-05,96,"12336 N MOPAC EXPY AUSTIN, TX 78759 ",2801724,Routine Inspection
Bill Miller Bar-B-Q,78728.0,2021-05-05,95,"14718 N IH AUSTIN, TX 78728",2801785,Routine Inspection
Baby Acapulco #4,78753.0,2021-05-05,92,"13609 N IH AUSTIN, TX 78753",2801593,Routine Inspection
"Austin Beer Garden Brewing Co., The",78704.0,2021-05-05,98,"1305 W OLTORF ST AUSTIN, TX 78704 ",10997570,Routine Inspection
Raku Sushi Restaurant,78705.0,2021-05-05,60,"2222 RIO GRANDE ST AUSTIN, TX 78705 ",11410847,Routine Inspection
Matt's El Rancho,78704.0,2021-05-05,88,"2613 S LAMAR BLVD AUSTIN, TX 78704 ",2800123,Routine Inspection
Oasis Cantina,78732.0,2021-05-05,92,"6550 COMANCHE TRL AUSTIN, TX 78732 ",2800666,Routine Inspection
Randall's -Deli,78731.0,2021-05-05,96,"8040 MESA DR AUSTIN, TX 78731 ",2800909,Routine Inspection
Teri Metro Mart,78744.0,2021-05-04,94,"2008 TERI RD AUSTIN, TX 78744 ",2803675,Routine Inspection
Harmony School of Excellence-Austin,78744.0,2021-05-04,100,"2100 E ST ELMO RD AUSTIN, TX 78744 ",10331481,Routine Inspection
Tokyo Garden Catering,78731.0,2021-05-04,96,"7025 VILLAGE CENTER DR AUSTIN, TX 78731 ",2802634,Routine Inspection
Child Inc.-American YouthWorks,78744.0,2021-05-04,100,"1911 E BEN WHITE BLVD SVRD EB AUSTIN, TX 78744 ",10631897,Routine Inspection
DeSano Pizzeria Napoletana,78701.0,2021-05-04,98,"301 LAVACA ST AUSTIN, TX 78701 ",12186516,Routine Inspection
Jollyville Elementary,78729.0,2021-05-04,98,"6720 CORPUS CHRISTI DR AUSTIN, TX 78729 ",2800569,Routine Inspection
Lone Star Family Market #4,78745.0,2021-05-04,99,"512 W STASSNEY LN AUSTIN, TX 78745 ",12392402,Routine Inspection
Don Mario Mexican Restaurant,78734.0,2021-05-04,95,"1700 N FM 620 RD AUSTIN, TX 78734",11563423,Routine Inspection
PF - Kumar's Austin,78660.0,2021-05-04,74,"15803 WINDERMERE DR PFLUGERVILLE, TX 78660 ",12392671,Routine Inspection
Houston Elementary School,78744.0,2021-05-04,100,"5409 PONCIANA DR AUSTIN, TX 78744 ",2800437,Routine Inspection
Harmony School of Innovation - Austin,78744.0,2021-05-04,96,"2124 E ST ELMO RD AUSTIN, TX 78744 ",11222208,Routine Inspection
Maki Toki,78758.0,2021-05-04,85,"1910 W BRAKER LN AUSTIN, TX 78758 ",10545223,Routine Inspection
Residence Inn,78735.0,2021-05-04,95,"6000 W US 290 HWY AUSTIN, TX 78735 ",11663082,Routine Inspection
PF - Eden Cafe,78660.0,2021-05-04,81,"15803 WINDERMERE DR PFLUGERVILLE, TX 78660 ",12186658,Routine Inspection
Irene's,78701.0,2021-05-04,85,"506 WEST AVE AUSTIN, TX 78701 ",11489632,Routine Inspection
East Side King,78704.0,2021-05-04,86,"2310 S LAMAR BLVD AUSTIN, TX 78704 ",11049507,Routine Inspection
Tam Deli Cafe,78753.0,2021-05-04,82,"8222 N LAMAR BLVD AUSTIN, TX 78753 ",11536443,Routine Inspection
Bueno Mexican Market,78724.0,2021-05-04,75,"14300 FM 969 RD AUSTIN, TX 78724 ",11508599,Routine Inspection
Austin Club,78701.0,2021-05-04,70,"110 E 9TH ST AUSTIN, TX 78701 ",2800634,Routine Inspection
Carve American Grille,78735.0,2021-05-04,79,"7415 SOUTHWEST PKWY AUSTIN, TX 78735 ",12186252,Routine Inspection
Crockett High School,78745.0,2021-05-04,98,"5601 MANCHACA RD AUSTIN, TX 78745 ",2800612,Routine Inspection
Craigo's Pizza and Pastaria,78735.0,2021-05-04,88,"4970 W US 290 HWY AUSTIN, TX 78735 ",2802243,Routine Inspection
Tacos Ivan,78731.0,2021-05-04,94,"7007 VILLAGE CENTER DR AUSTIN, TX 78731 ",10801816,Routine Inspection
Del Valle Elementary School,78617.0,2021-05-04,99,"5400 ROSS RD AUSTIN, TX 78617 ",2801598,Routine Inspection
All Star Grocery #3,78744.0,2021-05-04,88,"4600 TERI RD AUSTIN, TX 78744 ",2804059,Routine Inspection
"Biderman's Deli, LLC",78731.0,2021-05-04,93,"3742 FAR WEST BLVD AUSTIN, TX 78731 ",11651741,Routine Inspection
Star Stop 78,78729.0,2021-05-04,92,"13775 N US 183 HWY AUSTIN, TX 78729 ",11028001,Routine Inspection
Marriott Residence Inn Austin,78723.0,2021-05-04,91,"1200 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",11432251,Routine Inspection
Burkes Adult Supervised Living,78723.0,2021-05-04,100,"2612 WHELESS LN AUSTIN, TX 78723 ",2800223,Routine Inspection
Larry's Giant Subs,78735.0,2021-05-04,90,"5030 W US 290 HWY AUSTIN, TX 78735 ",10671468,Routine Inspection
Parlor & Yard,78701.0,2021-05-04,87,"601 W 6TH ST AUSTIN, TX 78701 ",11480207,Routine Inspection
Houndstooth Coffee,78758.0,2021-05-04,94,"11501 ROCK ROSE AVE AUSTIN, TX 78758 ",12094369,Routine Inspection
INKA Chicken,78728.0,2021-05-04,85,"1707 W WELLS BRANCH PKWY AUSTIN, TX 78728 ",10739509,Routine Inspection
Rodriguez Elementary School,78744.0,2021-05-04,99,"4400 FRANKLIN PARK DR AUSTIN, TX 78744 ",2801092,Routine Inspection
Plucker's Wing Factory,78705.0,2021-05-04,96,"2222 RIO GRANDE ST AUSTIN, TX 78705 ",2800781,Routine Inspection
Kung Fu Tea,78757.0,2021-05-04,94,"9070 RESEARCH BLVD AUSTIN, TX 78757 ",11593855,Routine Inspection
Charoen Express,78751.0,2021-05-04,96,"5610 N IH AUSTIN, TX 78751",12393819,Routine Inspection
Langford Elementary School,78744.0,2021-05-04,100,"2206 BLUE MEADOW DR AUSTIN, TX 78744 ",2800440,Routine Inspection
Food Basket #6,78729.0,2021-05-04,86,"13201 POND SPRINGS RD AUSTIN, TX 78729 ",11550048,Routine Inspection
Valor Public Schools,78745.0,2021-05-04,91,"220 FOREMOST DR AUSTIN, TX 78745 ",12003629,Routine Inspection
Taco Bell ,78704.0,2021-05-04,96,"201 E OLTORF ST AUSTIN, TX 78704 ",11066742,Routine Inspection
Halal Wings,78723.0,2021-05-04,86,"1200 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",12131544,Routine Inspection
KIPP Austin Public Schools,78744.0,2021-05-04,100,"5107 S IH AUSTIN, TX 78744",10978200,Routine Inspection
Davis Elementary,78727.0,2021-05-04,98,"5214 DUVAL RD AUSTIN, TX 78727 ",2800189,Routine Inspection
Mr. Gatti's,78660.0,2021-05-04,99,"1615 GRAND AVENUE PKWY AUSTIN, TX 78660 ",2802961,Routine Inspection
Stop 71,78735.0,2021-05-04,84,"8314 W SH AUSTIN, TX 78735",2803909,Routine Inspection
Norris Conference Centers,78757.0,2021-05-04,97,"2525 W ANDERSON LN AUSTIN, TX 78757 ",10211960,Routine Inspection
"Halal Corner, The",78723.0,2021-05-04,82,"1200 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",11377695,Routine Inspection
Del Valle ISD Opportunity Center,78617.0,2021-05-04,97,"5301 ROSS RD AUSTIN, TX 78617 ",10323192,Routine Inspection
Wooten Elementary,78757.0,2021-05-04,94,"1406 DALE DR AUSTIN, TX 78757 ",2800009,Routine Inspection
Walgreens ,78758.0,2021-05-04,98,"1910 W BRAKER LN AUSTIN, TX 78758 ",2803784,Routine Inspection
American YouthWorks,78744.0,2021-05-04,100,"1901 E BEN WHITE BLVD SVRD EB AUSTIN, TX 78744 ",12186155,Routine Inspection
Akins High School,78748.0,2021-05-04,100,"10701 S 1ST ST AUSTIN, TX 78748 ",2801448,Routine Inspection
Smoothie King,78759.0,2021-05-04,91,"9705 RESEARCH BLVD AUSTIN, TX 78759 ",11827353,Routine Inspection
Lake Point Elementary,78738.0,2021-05-03,100,"11801 SONOMA DR BEE CAVE, TX 78738 ",2801609,Routine Inspection
Del Valle Middle School,78617.0,2021-05-03,93,"5500 ROSS RD AUSTIN, TX 78617 ",2800662,Routine Inspection
Citizen Eatery,78756.0,2021-05-03,82,"5011 BURNET RD AUSTIN, TX 78756 ",11565753,Routine Inspection
Taqueria Chapala #3,78735.0,2021-05-03,77,"6116 W US 290 HWY AUSTIN, TX 78735 ",2803037,Routine Inspection
Cru Wine Bar,78701.0,2021-05-03,95,"238 W 2ND ST AUSTIN, TX 78701 ",2803030,Routine Inspection
Luisa's Patio,78753.0,2021-05-03,70,"11800 N LAMAR BLVD AUSTIN, TX 78753 ",12392610,Routine Inspection
God's Kingdom Daycare Center 2,78660.0,2021-05-03,100,"104 W HOWARD LN AUSTIN, TX 78660 ",11433218,Routine Inspection
Avenue Food Mart,78660.0,2021-05-03,93,"1700 GRAND AVENUE PKWY AUSTIN, TX 78660 ",10165419,Routine Inspection
Williams Elementary,78748.0,2021-05-03,100,"500 MAIRO ST AUSTIN, TX 78748 ",2800289,Routine Inspection
Zaytouna,78753.0,2021-05-03,96,"11800 N LAMAR BLVD AUSTIN, TX 78753 ",11862266,Routine Inspection
"Little Darlin', The",78745.0,2021-05-03,88,"6507 CIRCLE S RD AUSTIN, TX 78745 ",11508340,Routine Inspection
Guckenheimer @ Google Austin 22nd Floor,78701.0,2021-05-03,100,"500 W 2ND ST AUSTIN, TX 78701 ",12037481,Routine Inspection
Starbucks # 6380,78749.0,2021-05-03,94,"6600 S MOPAC EXPY AUSTIN, TX 78749 ",2801731,Routine Inspection
McDonalds ,78759.0,2021-05-03,95,"10732 RESEARCH BLVD AUSTIN, TX 78759 ",11351212,Routine Inspection
Guckenheimer,78701.0,2021-05-03,100,"500 W 2ND ST AUSTIN, TX 78701 ",11754117,Routine Inspection
Amy's Ice Cream,78703.0,2021-05-03,85,"1012 W 6TH ST AUSTIN, TX 78703 ",2800027,Routine Inspection
Short Stop #5,78757.0,2021-05-03,91,"3001 W ANDERSON LN AUSTIN, TX 78757 ",2800326,Routine Inspection
Bedichek Jr High,78745.0,2021-05-03,97,"6809 BILL HUGHES RD AUSTIN, TX 78745 ",2800330,Routine Inspection
III Forks ,78701.0,2021-05-03,93,"111 LAVACA ST AUSTIN, TX 78701 ",10003014,Routine Inspection
"Goddard School, The",78739.0,2021-05-03,96,"12101 ARCHELETA BLVD AUSTIN, TX 78739 ",12392978,Routine Inspection
Auguste Escoffier School of Culinary Arts,78752.0,2021-05-03,93,"6020 DILLARD CIR AUSTIN, TX 78752 ",10539808,Routine Inspection
The Barr Mansion,78754.0,2021-05-03,91,"10463 SPRINKLE RD AUSTIN, TX 78754 ",2800683,Routine Inspection
MN - Whataburger ,78653.0,2021-05-03,94,"12003 E US 290 HWY MANOR, TX 78653 ",11593294,Routine Inspection
Jack in the Box ,78752.0,2021-05-03,93,"6419 AIRPORT BLVD AUSTIN, TX 78752 ",10789679,Routine Inspection
